AirlineCarrierCode,PassengerFlightNumber,PassengerRecordLocator,CutomerId,PassengerBookingId,FirstName,LastName,FlightOriginLocalDate,FlightOriginStnCode,FlightDestStnCode,ConnectionStnCode,ConnectionTime
RO,747,ILRX42,6.9321E+11,4.51972E+15,Khalilah,Mosciski,8/9/16,BOM,SEA,CDG,161
OK,SF3,YNQG54,19038337367,8.89262E+15,Desiree,McGlynn,7/16/16,SFO,GIG,AMS,101
VN,747,TUVX87,9.05077E+11,3.88999E+15,Lashawn,Medhurst,3/18/16,MUC,MXP,AMS,155
SU,788,SLZV94,8.85186E+11,4.73563E+15,Bruce,Hane,2/15/16,SFO,GIG,LAX,102
KL,ATR,XZUI44,93755426442,2.38893E+15,Gil,O'Reilly,11/3/15,DEL,SFO,MSP,54
SU,737,IZUO08,1.23507E+11,9.10304E+15,Paul,Bauch,11/30/15,HNL,PEK,CDG,155
CZ,73G,DRIO65,3.18197E+11,4.04584E+15,Gene,Fahey,3/8/16,MXP,PEK,ATL,79
ME,F50,STMW90,4.46818E+11,3.68197E+15,Chris,McDermott,1/26/16,SFO,SEA,DTW,72
CZ,AT5,KTUN48,8.60794E+11,7.35922E+15,Joan,Weimann,8/11/16,SFO,SFO,JFK,105
RO,763,DICA63,4.47256E+11,1.05638E+15,Ron,Fay,10/30/15,BOM,PEK,CDG,154
KQ,100,EYNB20,4.6855E+11,8.64295E+15,Keenan,Johnston,2/9/16,MXP,SEA,JFK,61
AZ,ATR,DWMC76,2.71159E+11,4.71456E+15,Val,Spinka,2/8/16,BOM,DEL,CDG,100
OK,777,WFHZ71,38778051191,9.38147E+15,Eliza,Thompson,2/7/16,PEK,GIG,CDG,105
UX,747,UDCW09,4.32402E+11,4.34731E+15,Kristian,Fisher,6/14/16,GIG,HNL,CDG,51
KQ,767,HRLJ41,6.83197E+11,5.2889E+15,Dewayne,Lesch,7/16/16,BOM,SEA,HND,172
KQ,CRK,PJXU87,8.51854E+11,4.27438E+15,Hermina,Jaskolski,1/19/16,SEA,GIG,ATL,140
ME,CR9,YGTZ45,2.18322E+11,2.99723E+15,Virgil,Borer,9/17/16,GIG,BOM,MSP,172
KL,74M,DKNO14,3.1189E+11,9.93254E+15,Shala,Cassin,9/26/15,GIG,MUC,BOM,117
CI,747,BVSZ49,2.07879E+11,7.06119E+15,Carlena,Paucek,6/3/16,SEA,HNL,LAX,173
MU,739,ERBG10,4.39039E+11,3.88048E+15,Rhoda,Kohler,6/18/16,MXP,BOM,BOM,45
ME,739,ZDJU96,3.75304E+11,1.46527E+14,Micah,Jenkins,2/13/16,MUC,DEL,ATL,96
UX,CR9,DPEQ56,8.42287E+11,3.56052E+14,Dwayne,Schiller,10/20/15,DEL,PEK,ATL,151
AF,346,IUXL18,2.35704E+11,9.26858E+15,Ira,Emard,5/26/16,PEK,MXP,LHR,88
AM,E70,GPOA45,5.59411E+11,1.23444E+15,Vito,Wolff,2/27/16,PEK,DEL,ATL,169
OK,788,YTWC28,42360885562,6.17837E+15,Lindsay,Lind,6/28/16,SFO,DXB,HND,126
GA,74M,MWFA91,7.8149E+11,6.26368E+14,Karyl,Williamson,12/13/15,SEA,PEK,DTW,91
MU,739,IUJQ29,8.59872E+11,3.4426E+14,Shirley,Schroeder,9/9/16,SFO,DEL,BOM,45
AM,EM2,XTBK11,5.12462E+11,4.45209E+15,Alfredo,Price,9/17/16,PEK,HNL,DTW,125
SU,74M,LEJO55,8.50348E+11,3.99906E+15,Antonio,Herman,2/15/16,MUC,DXB,JFK,106
MU,321,RZQE07,9.49451E+11,5.97219E+14,Wilbur,Grady,11/7/15,MXP,MXP,LAX,121
KL,777,VWHD75,3527148016,6.17858E+15,Delana,Kub,2/10/16,DEL,HNL,DTW,80
AF,321,LNGJ48,5.35129E+11,4.99633E+15,Joannie,Donnelly,11/30/15,MUC,DEL,DTW,110
CI,767,NGOA24,7.43801E+11,1.70004E+15,Edwardo,Schamberger,6/17/16,SFO,GIG,CDG,77
OK,73G,IRSO53,1.2126E+11,6.39262E+15,Jeanett,Paucek,1/30/16,SFO,MUC,BOM,146
AF,ATR,PKRC39,8.77802E+11,4.67159E+15,Verlene,Reilly,9/17/16,GIG,BOM,BOM,121
CZ,CRK,KHZN78,7.27801E+11,8.47162E+15,Margarett,Barrows,10/6/15,PEK,GIG,MSP,104
UX,73G,VMWE85,6.88254E+11,5.33648E+15,Maud,Kilback,3/22/16,GIG,PEK,HND,70
AF,CR2,JTIZ51,9.7303E+11,1.7968E+15,Elvin,Bode,12/21/15,HNL,SFO,ATL,48
VN,ER4,MGKH62,1.01769E+11,1.9429E+15,Marvin,Langworth,2/25/16,BOM,MXP,LHR,71
RO,CRK,XSWR40,2.42524E+11,2.35588E+15,Devon,Hettinger,5/15/16,PEK,GIG,MSP,123
CI,CRK,CKQL08,3.55756E+11,6.73178E+15,Ike,Wilderman,9/10/15,MXP,BOM,CDG,139
DL,ATR,XRME15,9.85416E+11,8.6554E+14,Oma,Lockman,4/22/16,DXB,MUC,LHR,154
MU,CR9,RIYW31,13683332012,4.68406E+15,Ai,Kuvalis,4/16/16,GIG,SEA,LAX,159
VN,CR2,FYNX71,85946678091,1.71159E+15,Rayford,Lang,8/21/16,MXP,SFO,LHR,86
OK,E70,KZFV38,27932312283,4.85859E+15,Ula,Balistreri,7/17/16,MUC,BOM,HND,171
AM,74M,GLRA58,3.45694E+11,6.57863E+15,Mike,Bednar,1/25/16,SEA,SEA,JFK,167
MU,CR9,NSGK71,7.62605E+11,9.22444E+15,Lynne,Kuhlman,8/11/16,SFO,MXP,DTW,158
ME,346,CLKG76,3.09877E+11,3.25925E+15,Jeromy,Will,2/1/16,DEL,GIG,AMS,167
GA,M11,ITGB44,7.50356E+11,9.94341E+15,Cornelius,Bosco,7/7/16,SEA,MXP,AMS,77
DL,CRK,HKYC64,1.66833E+11,6.66091E+15,Nidia,Moore,2/20/16,BOM,SFO,LHR,169
GA,737,WKVQ53,31399498846,7.97904E+15,Thanh,Lubowitz,11/12/15,PEK,SEA,CDG,80
CI,343,BMLV62,8.4511E+11,5.08176E+15,Ronnie,Mohr,2/13/16,DXB,MUC,LAX,68
VN,788,LBWZ76,5.71275E+11,4.77771E+15,Roderick,McKenzie,10/7/15,GIG,HNL,ATL,104
MU,735,BFUH95,1.88584E+11,7.28879E+15,Dalton,Fisher,1/12/16,PEK,MUC,CDG,177
OK,CRK,PCUD62,7.62431E+11,1.67323E+15,Bernardo,Nienow,9/12/15,GIG,DXB,LAX,49
KE,CR9,EZSR96,48376293074,6.70567E+15,Jed,Walsh,5/4/16,BOM,DXB,JFK,146
AM,333,PUZO26,8.30581E+11,9.96099E+15,Fausto,O'Connell,10/27/15,BOM,DEL,BOM,101
MU,788,FVIB75,6.0072E+11,9.29209E+15,Beau,Olson,1/28/16,SEA,PEK,HND,69
GA,100,JKRB99,4.1837E+11,7.2339E+15,Caitlin,Yundt,9/25/15,SFO,DXB,LHR,69
CZ,73W,JGMD39,9.86724E+11,6.664E+15,Cheryll,Sipes,4/26/16,HNL,MXP,ATL,133
SU,772,KEMR74,7.40085E+11,7.36756E+15,Epifania,Toy,1/22/16,GIG,DXB,JFK,131
AZ,313,VSEU98,4.17183E+11,4.5891E+14,Shawnda,Hilpert,5/25/16,MUC,BOM,BOM,167
AZ,F50,YEVW51,5.8355E+11,1.60397E+15,Ines,Weimann,10/10/15,SEA,MXP,BOM,166
DL,E70,PFBI86,3.89017E+11,8.60835E+15,Armand,Bode,7/3/16,MUC,PEK,LHR,51
KL,100,LFTG26,5.02626E+11,3.71989E+15,Yasmin,Hessel,2/21/16,BOM,SEA,ATL,46
KL,753,GRWZ85,3.28774E+11,2.79663E+15,Cordia,McClure,9/1/16,PEK,DEL,HND,94
GA,739,WNYT29,6.31303E+11,5.74955E+15,Errol,Kris,3/18/16,PEK,GIG,LHR,152
AF,E70,IYKW10,8.36757E+11,3.16952E+15,Migdalia,Wiza,12/30/15,MXP,BOM,HND,64
SU,M90,AZBM14,1.08715E+11,6.39016E+15,Otelia,Wisoky,10/5/15,PEK,DXB,AMS,114
DL,739,RIMJ20,59691600331,5.10392E+15,Elza,Beer,11/3/15,SEA,BOM,MSP,149
VN,CRK,FPMR95,1.01773E+11,2.62304E+15,Gerald,Hermiston,1/31/16,SEA,DEL,LHR,136
AZ,CR9,UZXM59,5.7328E+11,6.36623E+15,Clair,Johnston,8/4/16,BOM,DXB,BOM,104
GA,346,PYEB18,4.66391E+11,7.44575E+15,Shameka,Littel,7/21/16,SEA,DEL,MSP,58
OK,EM2,OUGL65,4.91423E+11,6.99531E+13,Jess,Armstrong,9/8/16,HNL,BOM,CDG,104
CZ,CRK,XIGE84,3.42034E+11,9.51479E+15,Joette,Kihn,12/19/15,DXB,DEL,JFK,99
KL,CR2,BFYI62,8.41429E+11,1.53186E+15,Merrie,Davis,6/20/16,GIG,GIG,AMS,166
AM,777,WGBK96,8.13143E+11,8.67356E+15,Tianna,Stoltenberg,7/29/16,HNL,HNL,AMS,66
ME,388,ZJIC07,1.69754E+11,3.47331E+15,Elwanda,Will,2/29/16,SEA,GIG,BOM,139
CI,77W,BQYU20,4.62742E+11,8.45364E+15,Eusebio,Funk,5/10/16,SFO,MUC,DTW,180
MU,319,FVYL16,7.25886E+11,8.49106E+15,Ilse,Gleason,7/1/16,MUC,HNL,CDG,131
UX,739,PBIH87,8.38454E+11,8.83506E+15,Osvaldo,Leuschke,3/6/16,SFO,PEK,DTW,103
GA,74M,DEKN28,6.95933E+11,7.50674E+15,Coleman,Mante,1/16/16,MXP,HNL,JFK,56
DL,CRK,GREQ49,9.4971E+11,1.1873E+15,Valentine,Johnston,7/21/16,HNL,MUC,BOM,53
KQ,343,NYZA23,3.86353E+11,5.31108E+15,Deshawn,Tromp,11/29/15,MXP,GIG,LHR,95
DL,AT5,RBNZ73,1.92323E+11,1.39024E+15,Scott,Beier,7/10/16,MXP,DEL,LHR,96
DL,739,BMWG34,5.40846E+11,6.67897E+15,Michael,Beier,11/15/15,SEA,MUC,AMS,48
AM,319,MKCH39,4.9283E+11,2.66558E+15,Emerson,Johnson,8/13/16,MXP,MXP,LAX,98
GA,753,XJDA59,3.36835E+11,3.314E+15,Jutta,Crona,3/15/16,MUC,MUC,LAX,147
AZ,343,XHAM43,1.7573E+11,1.4496E+14,Willie,O'Conner,6/28/16,MUC,PEK,CDG,132
KL,747,DCSX19,6.17297E+11,9.74442E+15,Felipe,Sanford,4/24/16,PEK,GIG,ATL,178
MU,313,WXJN31,2.63826E+11,6.9527E+15,Fannie,Powlowski,8/31/16,MXP,HNL,DTW,118
AF,747,BCUF44,2.03266E+11,7.12467E+15,Idella,Wilderman,6/5/16,SEA,SEA,HND,133
GA,733,YGJQ84,1.79475E+11,7.47003E+14,Tiffanie,Donnelly,8/3/16,BOM,SFO,ATL,100
AF,735,SAYE43,1.21688E+11,1.0391E+15,Shawn,Senger,10/8/15,DEL,BOM,HND,148
CZ,319,DREJ36,9.57553E+11,8.04483E+15,Leonie,Bosco,1/21/16,DEL,BOM,HND,76
KL,AB6,SRNT40,3.7865E+11,7.69975E+15,Saul,Strosin,3/27/16,MXP,GIG,DTW,79
AM,EQV,RGAO53,2.22498E+11,1.89902E+15,Elliott,Schneider,9/8/16,GIG,BOM,DTW,178
DL,346,QOKC38,1.38245E+11,8.44116E+15,Leonie,Ratke,9/15/16,SFO,GIG,LAX,107
CI,319,IDOH25,3.55041E+11,1.47554E+14,Cortney,Paucek,6/8/16,GIG,MXP,DTW,165
UX,E90,FJBP23,6.45682E+11,5.15706E+15,Susana,DuBuque,1/13/16,SEA,GIG,MSP,154
CZ,EQV,UPMB38,43813110179,1.88843E+15,Ashley,Abernathy,12/23/15,HNL,GIG,BOM,126
CZ,321,EHDK62,4.46364E+11,9.76284E+15,Bessie,Wuckert,5/20/16,HNL,SEA,LHR,91
AZ,AT5,XKMR29,6.46099E+11,6.85643E+15,Joan,Mitchell,12/20/15,SFO,MUC,LAX,122
RO,ATR,ITKG19,9.02914E+11,7.53197E+15,Marielle,Murazik,4/5/16,DEL,DXB,HND,154
KQ,CRK,LKGI06,2.04664E+11,4.42229E+15,Jae,Weimann,6/12/16,BOM,DXB,AMS,107
AZ,733,WGHX13,3.76617E+11,8.6679E+15,Williemae,Windler,6/23/16,DEL,HNL,MSP,167
DL,74M,KQGF58,67040748965,5.7255E+15,Shantell,Kreiger,4/9/16,GIG,MUC,LAX,65
GA,73G,ZUNO27,2.6261E+11,9.50628E+15,Sydney,Casper,9/22/16,SFO,DEL,JFK,104
CI,AB6,EUGC46,5.55746E+11,7.38223E+15,Roland,Donnelly,7/3/16,SFO,PEK,MSP,73
KL,75W,OJTB46,4.98741E+11,8.87976E+15,Ada,Wunsch,11/11/15,GIG,DEL,DTW,177
UX,321,RBEG71,34883557459,6.55904E+15,Debbra,Kuhic,11/3/15,PEK,BOM,AMS,106
KL,737,CEDO42,8.19606E+11,3.61154E+15,Randall,McGlynn,4/25/16,HNL,DEL,LHR,58
UX,739,AWNM94,525810959,5.20076E+15,Willian,Funk,3/14/16,BOM,GIG,JFK,159
AZ,319,FBHM09,6.65496E+11,4.64509E+15,Joshua,Dickens,4/15/16,SEA,MUC,DTW,63
OK,333,ZCJE81,54276995147,6.57189E+14,Kirby,Crooks,12/30/15,DXB,HNL,LAX,49
KL,737,PAFC69,3.49214E+11,1.83097E+15,Jennefer,Rolfson,5/15/16,GIG,DEL,DTW,151
VN,772,MPDA94,6.70425E+11,3.49316E+15,Brynn,Zulauf,9/1/16,DXB,GIG,ATL,125
VN,763,MPOR15,1.86178E+11,2.49058E+15,Jerald,Yost,7/22/16,GIG,GIG,AMS,180
VN,753,DYRQ64,6.30682E+11,4.27274E+15,Kimbery,Stamm,10/11/15,DEL,MXP,CDG,140
CZ,346,RWLF97,3.5262E+11,4.93651E+15,Jeremiah,Okuneva,5/20/16,SEA,SEA,CDG,104
ME,739,HQNE03,7.81322E+11,1.50096E+15,Estell,Quigley,1/5/16,GIG,SEA,AMS,144
DL,346,KYWR05,9.14148E+11,5.38368E+14,Tabatha,Jacobson,2/13/16,DEL,GIG,AMS,115
GA,E90,ROEY87,3.60871E+11,2.14555E+15,Avery,Kessler,7/9/16,GIG,PEK,DTW,122
CI,319,RUGX56,1.11646E+11,3.20816E+15,Elizbeth,Spencer,9/21/15,DXB,DEL,LHR,68
KL,M11,FEJR29,8.30061E+11,9.62817E+15,Jerrica,Trantow,11/12/15,BOM,SEA,BOM,103
RO,CR2,XAST43,30631467186,4.96702E+15,Ernie,Bednar,1/24/16,GIG,SEA,MSP,58
KL,EQV,KFEO47,6.06242E+11,4.82406E+15,Gearldine,Schaefer,10/11/15,PEK,MXP,JFK,74
UX,753,QNSH35,2.15356E+11,9.16512E+15,Sheldon,Koelpin,11/24/15,DXB,MXP,ATL,149
RO,AT5,GLYW17,8.42725E+11,3.20219E+15,Juan,Gutkowski,11/20/15,SFO,MXP,JFK,128
OK,321,DPYZ61,5.38065E+11,3.95524E+15,Isreal,Champlin,3/11/16,SFO,HNL,BOM,111
KE,747,RVLD84,1.86781E+11,5.56585E+15,Heath,Kiehn,6/18/16,MUC,HNL,AMS,174
VN,CR2,MXOB02,46747457506,7.63052E+14,Harley,Zieme,3/26/16,HNL,SFO,MSP,134
AM,330,WAER47,78651605144,3.1436E+15,Fritz,Mante,8/28/16,GIG,GIG,LHR,151
RO,74M,BDUS32,4.83558E+11,8.36856E+15,Elvis,Gaylord,6/16/16,SEA,GIG,LAX,92
KL,75W,OWYT53,5.68862E+11,5.37876E+15,John,Mohr,4/17/16,PEK,GIG,ATL,91
UX,772,BWSK33,6.89746E+11,6.58139E+15,Leena,Harber,10/25/15,MXP,MXP,HND,76
OK,AT5,PZLN96,11339717350,8.47027E+15,Deangelo,Johns,5/2/16,DXB,DXB,LHR,148
KL,772,KISQ79,13859380853,5.55098E+15,Lue,Goyette,7/21/16,MUC,SFO,ATL,163
CI,763,GSDM91,5.73114E+11,5.4473E+15,Christoper,McClure,6/8/16,SFO,DEL,JFK,85
GA,75W,IORJ48,4.86456E+11,9.91435E+15,Brett,Howe,4/23/16,HNL,DXB,CDG,57
CZ,388,SWUY87,7.20996E+11,6.50755E+15,Chung,Deckow,3/15/16,DXB,SFO,JFK,71
CZ,E90,HLMF47,4.1413E+11,7.46463E+15,Hiram,Powlowski,4/4/16,HNL,MXP,LAX,83
CZ,333,NIAS65,8.09605E+11,6.00864E+15,Sirena,Ortiz,1/3/16,HNL,DXB,ATL,155
CI,321,MXBN11,3.75621E+11,7.21004E+14,Valery,Effertz,7/12/16,MUC,MXP,CDG,128
CI,ATR,XZJY74,7.36548E+11,6.33034E+13,Bert,Ritchie,6/16/16,SFO,DXB,DTW,79
OK,EQV,QUPO42,2.06772E+11,8.12859E+15,Tracy,Crist,10/13/15,GIG,MUC,CDG,66
AM,AB6,XEJS72,6.38016E+11,6.28984E+15,Lawana,Weber,4/29/16,DXB,PEK,HND,157
KQ,777,WGOH26,5.97153E+11,4.61544E+15,Jarvis,Hauck,4/9/16,HNL,MUC,CDG,55
VN,737,TCIR69,7652721299,9.64125E+15,Warner,Schamberger,6/28/16,DEL,HNL,HND,47
CZ,333,YAOS26,7.95018E+11,8.99189E+15,Marci,Mosciski,12/8/15,DXB,BOM,DTW,122
AF,100,LDTA82,4.94074E+11,2.57954E+15,Bettie,Ortiz,7/17/16,BOM,SEA,MSP,92
AF,343,IVPL24,5.23903E+11,5.94545E+15,Efrain,Sipes,4/4/16,DEL,DEL,LHR,78
KQ,ATR,SELY73,9.537E+11,8.98249E+15,Lera,Bailey,12/13/15,PEK,DXB,HND,129
SU,346,NSPQ81,3.29512E+11,7.87988E+15,Nenita,Farrell,11/29/15,SEA,DXB,LAX,112
CZ,330,VCIJ38,8.65482E+11,5.09947E+15,Destiny,Eichmann,7/18/16,MXP,SFO,LHR,156
UX,100,PFIO89,3.51402E+11,9.69196E+15,Tesha,Smith,12/29/15,MXP,SFO,LHR,112
AF,753,KVJO27,9.47356E+11,6.96074E+15,Titus,Jacobs,11/5/15,SEA,DXB,MSP,140
SU,E70,UOMN20,3.3402E+11,8.60561E+15,Lavada,Blick,10/29/15,SEA,MUC,BOM,48
AZ,SF3,QOIU63,9.37497E+11,6.22439E+15,Chet,Runolfsdottir,11/7/15,HNL,SFO,CDG,167
KE,753,IDUH43,9.8759E+11,4.50452E+15,Michaele,Jones,1/9/16,DEL,BOM,LHR,56
RO,753,WBTS25,5.12318E+11,2.11075E+15,Alena,Schamberger,12/3/15,DEL,BOM,ATL,140
DL,100,QCMJ63,1.16789E+11,3.6494E+15,Dana,Renner,1/16/16,DEL,BOM,AMS,75
ME,321,SDOH43,4.63664E+11,4.18463E+15,Deloris,Barrows,6/14/16,GIG,SEA,AMS,89
AF,EM2,UVAF05,2.33082E+11,5.0239E+15,Mohammad,Hermann,7/20/16,SFO,MUC,ATL,107
ME,75W,NOJG79,69070691066,6.73593E+15,Diann,Tremblay,4/23/16,PEK,DEL,HND,157
ME,AT5,GSCQ46,6.26173E+11,3.58349E+14,Billye,Gulgowski,8/18/16,BOM,MXP,LHR,175
KQ,737,RUTE15,4.50714E+11,1.08192E+15,Tempie,Feest,5/17/16,SFO,SEA,CDG,57
MU,747,HLMB61,8.03285E+11,8.34079E+15,Christy,Bednar,10/10/15,BOM,HNL,DTW,66
AM,753,QEKD67,1.88108E+11,9.33699E+15,Porfirio,Beier,1/15/16,DXB,BOM,MSP,162
MU,767,PGXB05,5.35821E+11,7.9258E+15,Nilda,Gerlach,12/15/15,DEL,DXB,AMS,54
KE,321,RQHU82,4.62663E+11,8.26247E+15,Adrianne,Klein,11/7/15,SEA,MUC,LAX,105
GA,313,HIYQ06,3.58121E+11,5.55462E+15,Wilfred,Christiansen,5/3/16,BOM,BOM,AMS,50
KE,767,JXPM40,2.37366E+11,9.13006E+15,Ariana,Waters,7/6/16,DEL,PEK,LAX,45
MU,100,WYQP04,2.17712E+11,8.43138E+15,Jessie,Green,10/21/15,SEA,BOM,BOM,55
CI,74M,NYHR24,19647421906,9.06834E+15,Rosita,Oberbrunner,10/13/15,HNL,PEK,AMS,94
SU,777,QUOD66,1.51532E+11,7.05911E+15,Joel,Heller,12/14/15,MXP,MUC,MSP,129
AF,333,LJCR01,6.31228E+11,6.2622E+15,Jesica,Littel,9/19/15,HNL,MXP,MSP,136
KE,E70,ESDG99,44104422846,4.83359E+15,Laveta,Weber,10/16/15,HNL,DEL,MSP,105
MU,74M,XJQN29,7.17877E+11,7.50351E+15,Andrea,Schinner,6/26/16,SEA,MXP,BOM,136
KE,777,TSDG85,4.85893E+11,9.64542E+15,Britta,Hodkiewicz,9/20/16,HNL,PEK,JFK,55
UX,75W,DAPO82,7.94399E+11,9.32257E+15,Chanel,Padberg,2/17/16,MXP,GIG,LAX,176
GA,330,TKWY91,6.75102E+11,9.13224E+15,Chang,Parker,11/20/15,SEA,MUC,ATL,120
AM,313,TYJM27,5.05189E+11,3.5401E+15,Tatiana,Thiel,12/20/15,PEK,GIG,AMS,176
VN,EM2,JAWN30,8.37786E+11,4.31335E+15,Kizzie,Hodkiewicz,6/23/16,BOM,DEL,LAX,48
GA,E90,TAIX93,6.01262E+11,9.43424E+15,Kareem,McClure,8/11/16,SEA,PEK,BOM,123
UX,767,YWCL78,5.95263E+11,4.08201E+15,Tobias,Ondricka,5/21/16,DXB,BOM,HND,96
OK,ER4,SHPX88,25312504272,1.66047E+15,Brigida,Bahringer,8/5/16,BOM,SEA,DTW,134
AF,AT5,OQDK37,62373388369,2.24537E+15,Elke,Kris,4/14/16,MXP,GIG,MSP,155
MU,E70,FHRC25,7.64139E+11,3.75338E+15,Matthew,Watsica,2/22/16,HNL,MXP,MSP,108
KQ,CR9,LNAU67,3.4658E+11,6.77316E+14,Carlo,Nader,6/30/16,MXP,GIG,LAX,161
SU,777,JSXA60,12113273494,9.7079E+15,Stormy,Howe,2/24/16,SFO,SEA,HND,137
AM,EQV,XNRE64,2.47402E+11,5.06355E+15,Romeo,Johnston,6/21/16,MXP,SEA,AMS,124
AZ,772,WATC29,4.12879E+11,8.0806E+15,Katerine,Graham,11/12/15,MXP,MXP,CDG,73
CI,CR9,QSRN14,5.3838E+11,7.12429E+15,Debbie,Wuckert,9/10/15,MUC,SFO,LAX,57
KE,777,XWIJ48,2.57521E+11,2.02279E+15,Antone,Kulas,9/12/16,SEA,SFO,DTW,96
KQ,CR2,WERC86,1.78143E+11,1.83597E+14,Dagny,Beahan,2/3/16,SEA,DXB,MSP,89
KE,777,FDOC58,5.91407E+11,1.38234E+15,Jenni,McLaughlin,9/15/15,HNL,SEA,ATL,157
UX,74M,GBYN47,9.76114E+11,2.05052E+15,Augustina,Rutherford,9/3/16,DXB,GIG,DTW,112
UX,346,HTDS51,3.44193E+11,9.80115E+15,Jim,Hoppe,6/23/16,PEK,DXB,MSP,162
VN,343,XHPW26,7.22896E+11,1.62465E+15,Blair,Bednar,9/19/16,PEK,BOM,DTW,113
KE,739,CMAQ59,6.2418E+11,4.84114E+14,Bethanie,Hagenes,10/8/15,MXP,GIG,AMS,106
AZ,767,HRZO20,1.94697E+11,5.08719E+15,Cordia,Runolfsdottir,1/24/16,DEL,DXB,ATL,68
OK,739,ECYF58,87310927918,9.26989E+15,Veronique,Zboncak,12/16/15,GIG,MUC,LHR,107
KE,E70,AEIY35,9.39299E+11,6.98345E+13,Sierra,Christiansen,9/13/16,HNL,DXB,LAX,165
KQ,75W,QBCP37,9.69048E+11,7.22688E+13,Classie,Hyatt,8/6/16,MXP,SEA,AMS,77
KE,73G,EVNZ74,5.29239E+11,3.98543E+15,Jamie,Kreiger,2/13/16,SEA,MXP,LAX,158
UX,772,ZRFY71,84610405364,6.85319E+15,Merilyn,Abbott,1/26/16,DXB,SFO,CDG,110
KQ,73G,CZHX08,6.17231E+11,1.75663E+15,Ezekiel,Renner,4/1/16,HNL,GIG,JFK,146
DL,73G,JGCI74,5.35717E+11,5.53092E+15,Rodger,Anderson,1/22/16,MXP,MXP,DTW,88
CI,313,VCRB37,1.92157E+11,4.3118E+15,Tynisha,Price,3/25/16,SFO,DXB,AMS,169
KQ,753,XBZW68,5.28169E+11,8.45979E+15,Deandre,Hoppe,10/31/15,MUC,PEK,JFK,87
UX,74M,QRWM67,3.04964E+11,8.52994E+15,Latashia,Windler,10/29/15,MUC,DEL,JFK,138
UX,74M,KMBS35,6.74611E+11,3.1529E+14,Rayna,Dare,6/22/16,PEK,HNL,AMS,62
RO,333,FBNU94,5.4968E+11,7.42601E+15,Delora,Wunsch,6/20/16,SFO,GIG,LHR,116
KQ,333,YEJD25,6.09083E+11,9.74606E+14,Madelene,Hane,12/26/15,DEL,SEA,JFK,168
KQ,CR9,ALKR16,3.74937E+11,5.72263E+15,Mickey,Schuppe,1/18/16,DXB,GIG,LHR,143
CI,100,KWXH83,9.64319E+11,2.22765E+15,Evangeline,Littel,5/22/16,HNL,MUC,LHR,78
RO,735,HCXR78,8.13004E+11,1.70829E+15,Dawna,Metz,11/13/15,SFO,BOM,AMS,87
ME,AB6,EGSX27,3.87977E+11,7.93977E+15,Deandra,Green,1/31/16,DXB,PEK,LHR,74
KL,E70,RBFL06,2.23017E+11,2.65282E+15,Gilberto,Kohler,9/26/16,SFO,MUC,ATL,147
AF,388,ZPAL96,8.55753E+11,3.68815E+15,Lory,Monahan,3/20/16,HNL,GIG,LHR,82
KL,343,BJPC89,7.8698E+11,1.63275E+15,Tyree,Lockman,11/3/15,SEA,MXP,AMS,91
CZ,737,ZTMP46,9.84574E+11,9.55807E+13,Ailene,Block,9/8/16,SFO,GIG,ATL,149
KL,73G,ICKE59,4.3612E+11,9.61901E+15,Demetrius,Fay,4/29/16,SEA,DEL,LAX,150
MU,346,NHSO55,53388004760,6.23269E+15,Cecila,McClure,9/29/15,HNL,GIG,MSP,102
KQ,73W,AMIU60,3.98978E+11,1.53386E+14,Jarred,D'Amore,8/22/16,SEA,DXB,LAX,135
AF,F50,QWSI98,4.89417E+11,7.00176E+15,Alisia,Cormier,10/23/15,GIG,MUC,LAX,112
DL,CRK,LGRQ70,5.93824E+11,7.36875E+15,Erasmo,Quitzon,1/17/16,SEA,HNL,CDG,149
AM,M11,TAJC79,5.19024E+11,5.59669E+15,Jarod,Kihn,3/26/16,BOM,MXP,BOM,101
RO,EM2,JBKG74,8.9402E+11,6.03131E+15,Lemuel,Watsica,12/17/15,MUC,MXP,LHR,85
CZ,CRK,PYAT52,7.23472E+11,6.70558E+15,Deidre,Lebsack,11/7/15,DXB,MUC,CDG,72
MU,321,PMFJ98,4.10303E+11,3.16459E+15,Ginny,Ondricka,9/5/16,DXB,HNL,MSP,114
GA,737,GCOH11,7.36557E+11,4.92995E+15,Jenni,Stoltenberg,4/1/16,MXP,BOM,DTW,75
SU,330,ZISG29,6.89893E+11,7.1567E+15,Jayson,Schneider,1/31/16,DXB,BOM,LHR,161
AM,767,RUFB19,2.90377E+11,7.04799E+15,Niesha,Hintz,9/10/16,HNL,DXB,JFK,117
RO,73J,ROKN03,8.73611E+11,4.97291E+15,Otha,Homenick,11/25/15,DEL,SFO,ATL,74
CI,E90,ZYRL87,5.12945E+11,3.15194E+15,Heriberto,Johnston,3/11/16,HNL,MXP,BOM,111
CZ,ER4,GSEX72,5.87529E+11,1.71515E+15,Mohammed,White,9/19/16,GIG,MUC,AMS,106
AM,788,SUPD76,9.5584E+11,1.88087E+15,Georgetta,Bernier,1/7/16,PEK,PEK,LHR,70
KQ,E70,TQOJ79,5.36105E+11,5.99918E+15,Leora,Bahringer,9/21/15,MUC,MXP,JFK,83
VN,753,RLWN18,4.40171E+11,9.61451E+15,Benny,Haag,2/26/16,DEL,SEA,LAX,167
